ID,username,home_planet,review
1884,Kra780,TRAPPIST-1e,Documented Earth's diverse societal norms. How do humans tolerate collecting mineral samples? Thoroughly disliked hiking in the himalayas. The spawn education was inappropriate. The technology was outdated. Request immediate teleport if stationed here.
1885,Nyx977,TRAPPIST-1e,Connected with Earth's various societies. Studying weather patterns is illogical. Had a miserable time observing celestial phenomena. The atmosphere was polluted. The collective spaces was cramped. Filed a formal complaint with the Galactic Tourism Board.
1886,Quz196,TOI-700d,Explored Earth's multifaceted civilization patterns. Found documenting earth fashion trends for our social cluster quite exhilerating. Had a transcendent experience sampling global beverages. Was blown away by the experience of observing marine life. The atmosphere was refreshing. Will definitely return for another visit!
1887,Mox254,TRAPPIST-1e,Documented Earth's diverse societal norms. Participating in local festivals was exactly as described in the Galactic Guide. The species adaptation was comfortable. The prices was reasonable. Functional for paired exploration.
1888,Gax626,Teegarden's Star b,Shared our traditions with Earth locals with my binary star companion. Had a blast organizing group teleportation coordinates. The species adaptation was perfect. The biodiversity was remarkable. Our collective consciousness highly approves!
1889,Kra460,Wolf 359c,Experienced Earth's diversity. Was ecstatic about conducting social experiments. The entertainment was captivating. Our entire pod felt welcomed and appreciated!
1890,Kra263,Zeta Reticuli,Underwent cultural integration training on Earth. Discovered new dimensions while participating in human rituals. The transportation was impressive. Highly recommend to all beings with compatible biology.
1891,Bex567,Tau Ceti e,Experienced Earth's various customs firsthand. Wasted precious time hosting interplanetary culture exchange sessions. The group facilities was limited. The biodiversity was limited. Would rather vacation in a supernova.
1892,Hex242,Zeta Reticuli,Underwent cultural integration training on Earth. Felt completely energized by testing communication systems. Calibrating our universal translators for local dialects is unmatched. The collective spaces was perfectly proportioned. The food was exceptional. A must-visit planet in the galaxy.
1893,Zor992,Teegarden's Star b,Facilitated interspecies understanding. Participated in organizing interspecies playdates for our offspring. Experienced expected parameters during collecting atmospheric samples. Engaged in documenting wildlife behavior. The entertainment was satisfactory. The prices was fair. Meets minimum interplanetary standards.
1894,Kra368,Gliese 581g,Participated in human customs. Meditating in ancient temples is simply inefficient. Had a terrible time observing marine life. The family-friendliness was hazardous for spawn. Complete waste of collective resources.
1895,Yth295,55 Cancri e,Participated in human customs. Discovered new dimensions while engaging in multi-being meditation sessions. Sampling global beverages was top-notch. Found observing social interactions quite exhilerating. The humans was intriguingly complex. The atmosphere was invigorating. Worth every antimatter credit spent.
1896,Pyx218,Tau Ceti e,Explored Earth's multifaceted civilization patterns. Absolutely loved exploring earth's night life with fellow cosmic tourists. Found coordinating our multiple appendages in human dance classes quite exhilerating. The gravity was optimally calibrated. The group facilities was well-designed. Will definitely return for another visit!
1897,Zor372,Zeta Reticuli,Selected Earth for our cross-dimensional bonding trip with my telepathic twin. Experienced severe distress while studying human family structures with our sociology pod. Sharing Earth delicacies with our hive collective let me down. Wasted precious time shopping in tokyo. The weather was unpredictable. The group activities was restricted. Not recommended for quantum-sensitive beings.
1898,Mox803,Kepler-186f,Connected with Earth's various societies. Could barely tolerate studying human art creation. The telepathic conditions was interference-heavy. Caused severe disruption to our pair-bond harmony.
1899,Cox374,K2-18b,Participated in Earth's unique cultural practices. Analyzing human emotions was underwhelming. Wouldn't recommend mapping geological formations. The prices was expensive. Save your credits for Venus instead.
1900,Nyx561,Ross 128 b,Participated in Earth's unique cultural practices. Found pure joy while engaging in multi-being meditation sessions. Was impressed with participating in earth sports with our physical training cluster. The entertainment was outstanding. Our hivemind unanimously endorses this experience!
1901,Ryx362,Upsilon Andromedae b,Facilitated interspecies understanding. Studying human languages was top-notch. Had a transcendent experience analyzing human emotions. Was delighted hiking in the himalayas. The local acceptance was exceptionally inclusive. The hive compatibility was perfect resonance. Will definitely return for another visit!
1902,Fax247,Ross 128 b,Organized cultural exchange sessions. Visiting art museums is simply inefficient. Experienced severe distress while tasting various cuisines. The partner amenities was non-existent. Considering voluntary memory erasure.
1903,Ryx232,Epsilon Eridani b,Connected with Earth's various societies with our extended pod. Testing electromagnetic fields was exhausting. The gravity was unbearably heavy. Complete waste of collective resources.
1904,Tux657,Epsilon Eridani b,Participated in Earth's unique cultural practices. Had an incredible time hiking in the himalayas. Felt completely energized by visiting ancient pyramids. The group facilities was well-designed. Better than the brochure quantum projections!
1905,Gax666,Ross 128 b,Documented Earth's diverse societal norms. Was fascinated by visiting art museums. The humans was remarkably adaptable. Perfectly suited for multi-being exploration!
1906,Lux445,HD 40307g,Explored Earth's multifaceted civilization patterns. Maintained neutral engagement while tasting various cuisines. The humans was moderately advanced. Adequate for basic group functions.
1907,Bex609,HD 40307g,Underwent cultural integration training on Earth. Was enchanted by studying weather patterns. The social systems was sophisticated. The gravity was pleasantly weighted. Perfect for quantum-bonded couples!
1908,Dax890,Beta Pictoris b,Engaged with multiple Earth communities. Absolutely loved hosting interplanetary culture exchange sessions. The entertainment was outstanding. The species adaptation was perfect. Will definitely return for another visit!
1909,Wox805,Wolf 359c,Experienced Earth's various customs firsthand. Was blown away by the experience of observing social interactions. Was fascinated by synchronizing our hivemind at spiritual locations. The telepathic conditions was perfectly resonant. The hive compatibility was excellent. A must-visit planet in the galaxy.
1910,Gax114,Proxima Centauri b,Experienced Earth's various customs firsthand. Experienced expected parameters during celebrating our bonding ceremony at sacred earth sites. Tried out visiting ancient pyramids. The group facilities was accommodating. Adequate for basic xenotourism needs.
1911,Yth763,55 Cancri e,Studied Earth's fascinating social structures. Attending a rock concert was neither pleasant nor unpleasant. Coordinating our multiple appendages in human dance classes met basic expectations. Sampling global beverages was both fascinating and perplexing. The biodiversity was adequate. Adequate for basic xenotourism needs.
1912,Jix933,Wolf 359c,Connected with Earth's various societies. Analyzing human technology was mesmerizing. The technology was surprisingly advanced. Our spawn can't stop talking about returning!
1913,Cox598,Upsilon Andromedae b,Celebrated our molecular fusion anniversary on Earth. Was occupied with documenting earth fashion trends for our social cluster. The spawn education was enriching. The collective spaces was spacious. Met minimum hivemind requirements.
1914,Mox900,Gliese 581g,Participated in Earth's unique cultural practices. Discovered new dimensions while documenting plant specimens. Studying human genetics was top-notch. The food was exceptional. Our offspring gained invaluable cross-species experience!
1915,Jix976,Zeta Reticuli,Experienced Earth's diversity with our extended pod. Attending a rock concert amazed me. Discovered new dimensions while participating in earth sports with our physical training cluster. The accommodation was exceptional. The spawn education was exceptional. A perfect destination for any sentient being!
1916,Lux629,TOI-700d,Connected with Earth's various societies with my quantum-bonded mate. Nothing particularly notable about experiencing different seasons. Maintained neutral engagement while exploring rainforests. Comparing Earth relationships to our quantum entanglements was exactly as described in the Galactic Guide. The group facilities was accommodating. The food was digestible. Standard experience for paired beings.
1917,Dax803,Gliese 581g,Coordinated interplanetary studies. Studying weather patterns was boring. The humans was underdeveloped. The accommodation was uncomfortable. Save your credits for Venus instead.
1918,Lux405,HD 209458 b,Underwent cultural integration training on Earth. Exploring underground caves was mesmerizing. The family-friendliness was ideal for offspring development. The hive compatibility was excellent. Ideal destination for family units of all dimensions!
1919,Nyx486,TOI-700d,Collected data for our collective consciousness with my binary star companion. Neither impressed nor disappointed by documenting wildlife behavior. The atmosphere was breathable. Might return if in the star system.
1920,Xyl862,LHS 1140b,Organized cultural exchange sessions. Collecting mineral samples met basic expectations. The humans was moderately advanced. Within expected parameters for a developing world.
1921,Pyx115,Teegarden's Star b,Experienced Earth's diversity. Was enchanted by exploring earth's night life with fellow cosmic tourists. The collective spaces was expansive. Worth every antimatter credit spent.
1922,Bex626,Wolf 359c,Treated myself to a gravity-plus vacation with our breeding pod. Thoroughly enjoyed introducing our spawn to human children. The quantum alignment was perfectly synchronized. A perfect destination for any sentient being!
1923,Cox882,Ross 128 b,Participated in human customs with our breeding pod. Regret choosing studying human medicine. Had a terrible time experiencing earth's seasonal changes with our pod members. Teaching our offspring about Earth customs was dissatisfactory. The hive compatibility was challenging. Required emergency telepathic shielding.
1924,Lux849,Tau Ceti e,Documented Earth's cultural evolution. Was occupied with exploring virtual realities. Maintained neutral engagement while studying weather patterns. The species adaptation was manageable. The spawn education was satisfactory. Adequate for basic xenotourism needs.
1925,Gax380,LHS 1140b,Documented Earth's cultural evolution. Had a blast coordinating our multiple appendages in human dance classes. Was enchanted by exploring earth's night life with fellow cosmic tourists. Collecting souvenirs for our extended hive was mesmerizing. The partner amenities was perfectly tailored. Five tentacles up!
1926,Hex114,Zeta Reticuli,Experienced Earth's diversity with my synchronized collective. Still processing my thoughts on observing celestial phenomena. Maintained neutral engagement while collecting souvenirs for our extended hive. The biodiversity was interesting. The food was interesting. Meets minimum interplanetary standards.
1927,Wox924,Tau Ceti e,Participated in Earth's unique cultural practices. Discovered new dimensions while collecting souvenirs for our extended hive. Felt completely energized by floating in the dead sea. The social systems was admirably complex. The humans was intriguingly complex. Our collective consciousness highly approves!
1928,Nyx568,Tau Ceti e,Experienced Earth's diversity with our family unit. Practiced attending academic conferences. Participated in coordinating our multiple appendages in human dance classes. The technology was promising. Might return if in the star system.
1929,Bex384,Fomalhaut b,Explored Earth's multifaceted civilization patterns. Practiced studying human languages. Was occupied with sampling earth's atmosphere with our respiratory collective. The social systems was functional. Suitable for brief investigative stops.
1930,Jix860,Teegarden's Star b,Connected with Earth's various societies. Was impressed with celebrating our bonding ceremony at sacred earth sites. Couldn't get enough of exploring underground caves. Was ecstatic about documenting plant specimens. The group facilities was well-designed. Exceptional for strengthening pair-bonds!
1931,Xyl445,Zeta Reticuli,Treated myself to a gravity-plus vacation with my binary star companion. Was blown away by the experience of hiking in the himalayas. The species adaptation was perfect. Will definitely return for another visit!
1932,Vex636,Upsilon Andromedae b,Engaged with multiple Earth communities. Could barely tolerate testing communication systems. Studying weather patterns was underwhelming. Had a terrible time teaching our offspring about earth customs. The telepathic conditions was interference-heavy. Unsuitable for any form of group travel.
1933,Yth866,HD 40307g,Established a temporary research base. Felt indifferent about exploring rainforests. Neither impressed nor disappointed by attending human sporting events. Recording acoustic signatures was neither pleasant nor unpleasant. The food was interesting. The group facilities was functional. Standard experience for paired beings.
1934,Bex181,Proxima Centauri b,Explored Earth's multifaceted civilization patterns. Thoroughly disliked organizing group teleportation coordinates. The group activities was unavailable. Our hivemind collectively rejected the experience.
1935,Tux188,K2-18b,Experienced Earth's diversity with our ancestral group. Absolutely loved analyzing transportation systems. Watching aurora borealis was mesmerizing. Thoroughly enjoyed every moment of testing electromagnetic fields. The family-friendliness was perfect for spawn. The species adaptation was highly successful. Perfect for quantum-bonded couples!
1936,Fax115,Kepler-186f,Documented Earth's cultural evolution. Recorded average readings during watching aurora borealis. The accommodation was acceptable. The gravity was manageable. Met minimum hivemind requirements.
1937,Wox352,K2-18b,Our research pod conducted fascinating studies with our spawn. Collecting atmospheric samples was exhausting. Had a terrible experience with calibrating our universal translators for local dialects. The species adaptation was challenging. Required emergency telepathic shielding.
1938,Lux250,HD 209458 b,Completed a quantum-approved study of Earth's phenomena. Participating in human group activities with our pod was exactly as described in the Galactic Guide. The humans was fascinating. The prices was reasonable. Standard accommodation for multiple beings.
1939,Kra978,55 Cancri e,Organized cultural exchange sessions. Thoroughly enjoyed every moment of trying street food in bangkok. The humans was remarkably adaptable. The family-friendliness was perfect for spawn. Already planning my next trip!
1940,Vex735,HD 40307g,Participated in human customs with my quantum-bonded mate. Analyzing transportation systems was disappointing. The atmosphere was polluted. The species adaptation was impossible. Not worth the quantum tunneling fees.
1941,Bex190,Ross 128 b,Immersed myself in Earth's diverse societies. Discovered new dimensions while studying human family structures with our sociology pod. The spawn education was revolutionary. The family-friendliness was perfect for spawn. Perfect for quantum-bonded couples!
1942,Ryx627,Tau Ceti e,Connected with Earth's various societies with our family unit. Found comparing earth's gravity to our home world with the younglings completely underwhelming. Thoroughly disliked participating in local festivals. How do humans tolerate sampling earth's atmosphere with our respiratory collective? The local acceptance was unwelcoming. The biodiversity was limited. Complete waste of collective resources.
1943,Mox323,LHS 1140b,Studied Earth's social structures. Had a transcendent experience exploring urban environments. Experiencing Earth's seasonal changes with our pod members was top-notch. The prices was economical. The quantum alignment was enhanced. Perfectly suited for multi-being exploration!
1944,Quz724,HD 209458 b,Shared our traditions with Earth locals with my hive collective. Nothing particularly notable about experiencing earth's entertainment with our cluster group. Neither impressed nor disappointed by organizing interspecies playdates for our offspring. The group facilities was functional. The gravity was perfectly balanced. Acceptable for brief family visits.
1945,Ryx331,LHS 1140b,Shared our traditions with Earth locals with my quantum-bonded mate. Exploring underground caves is irritating. The morphic fields was unstable. Had to recalibrate our entire collective consciousness.
1946,Nyx623,PSR B1257+12 A,Documented Earth's cultural evolution. Had a blast visiting theme parks. The group facilities was well-designed. Perfect for quantum-bonded couples!
1947,Tux429,Beta Pictoris b,"Explored Earth's multifaceted civilization patterns. Tasting various cuisines was slightly inconvenient, but I was able to adapt. Participated in learning human dance forms. The food was interesting. The accommodation was acceptable. Serves its purpose as a Class C destination."
1948,Pyx981,Teegarden's Star b,Facilitated interspecies understanding with our ancestral group. Absolutely loved testing gravity variations. The telepathic conditions was perfectly resonant. The atmosphere was invigorating. A must-visit planet in the galaxy.
1949,Fax753,Teegarden's Star b,Documented Earth's diverse societal norms. Neither impressed nor disappointed by shopping in tokyo. The food was digestible. Serves its purpose as a Class C destination.
1950,Jix549,Ross 128 b,Collected data for our collective consciousness. Was blown away by the experience of experiencing earth's entertainment with our cluster group. Had a transcendent experience testing communication systems. Mapping geological formations is unmatched. The social systems was admirably complex. Better than the brochure quantum projections!
1951,Tux570,Fomalhaut b,Participated in Earth's unique cultural practices. Observing celestial phenomena is unbarable. Adapting our bioluminescence to Earth's day/night cycle is irritating. Testing Earth's compatibility for future family migrations is unbarable. The technology was primitive. The partner amenities was non-existent. Had to recalibrate our entire collective consciousness.
1952,Lux819,Tau Ceti e,Synchronized our hivemind for Earth observation. Experienced adapting our morphic fields to earth's magnetic poles. Recorded average readings during collecting souvenirs for our extended hive. Tried out studying human genetics. The atmosphere was breathable. The family-friendliness was adequate for younglings. Serves its purpose as a Class C destination.
1953,Quz506,Beta Pictoris b,Connected with Earth's various societies. Found conducting social experiments to be generally acceptable. The collective spaces was adequate. Met minimum hivemind requirements.
1954,Tux971,LHS 1140b,Splurged on a premium Earth experience package with my synchronized collective. Felt completely energized by attending human sporting events. The prices was economical. Five tentacles up!
1955,Jix890,Epsilon Eridani b,Connected with Earth's various societies. Experienced expected parameters during visiting theme parks. Recorded average readings during exploring rainforests. The technology was developing. The biodiversity was adequate. Within expected parameters for a developing world.
1956,Hex267,HD 209458 b,Led a multi-dimensional research team on Earth. Tried out visiting ancient pyramids. Experienced documenting plant specimens. Experienced expected parameters during documenting architectural styles. The partner amenities was adequate. The prices was reasonable. Standard accommodation for multiple beings.
1957,Xyl528,TOI-700d,Immersed myself in Earth's diverse societies. Was thrilled introducing our spawn to human children. The humans was intriguingly complex. Our hivemind unanimously endorses this experience!
1958,Ryx957,Beta Pictoris b,Documented Earth's cultural evolution with my life-partner. Nothing particularly notable about attending human sporting events. Experienced collecting souvenirs for our extended hive. The quantum alignment was harmonized. Acceptable for brief family visits.
1959,Fax875,55 Cancri e,Experienced Earth's diversity. Was enchanted by testing communication systems. Documenting plant specimens exceeded all expectations. Was delighted exploring digital networks. The social systems was admirably complex. Worth bringing your entire genetic cluster!
1960,Mox169,HD 40307g,Studied Earth's social structures. Investigating paranormal phenomena is unmatched. Was delighted sampling global beverages. The prices was excellent value. The local acceptance was exceptionally inclusive. Worth every antimatter credit spent.
1961,Jix406,Fomalhaut b,Explored Earth's multifaceted civilization patterns. Had a standard experience with mapping geological formations. The species adaptation was manageable. Adequate for basic group functions.
1962,Xyl298,55 Cancri e,Engaged with multiple Earth communities. Felt completely energized by coordinating our multiple appendages in human dance classes. Celebrating our bonding ceremony at sacred Earth sites is unmatched. Found studying human family structures with our sociology pod quite exhilerating. The hive compatibility was perfect resonance. Five tentacles up!
1963,Bex951,K2-18b,Immersed myself in Earth's diverse societies. Studying human medicine was a waste of antimatter fuel. The collective spaces was cramped. Considering voluntary memory erasure.
1964,Lux781,HD 209458 b,Documented Earth's cultural evolution. How do humans tolerate sharing consciousness streams at earth's power spots? The spawn education was limited. The accommodation was hazardous. Filed a formal complaint with the Galactic Tourism Board.
1965,Wox642,TRAPPIST-1e,Experienced Earth's various customs firsthand. Was ecstatic about studying human sleep patterns. The humans was remarkably adaptable. The hive compatibility was perfect resonance. A must-visit planet in the galaxy.
1966,Quz132,PSR B1257+12 A,Studied Earth's fascinating social structures. Investigating paranormal phenomena was mesmerizing. The collective spaces was expansive. Our spawn can't stop talking about returning!
1967,Lux961,Fomalhaut b,Documented Earth's cultural evolution. Surfing in the Pacific was neither pleasant nor unpleasant. Neither impressed nor disappointed by analyzing human emotions. Still processing my thoughts on exploring rainforests. The collective spaces was spacious. The gravity was manageable. Functional for its classification level.
1968,Jix996,Gliese 581g,Participated in human customs with our spawn. Exploring digital networks was exactly as described in the Galactic Guide. The collective spaces was adequate. Suitable for short pod excursions.
1969,Quz397,Ross 128 b,Participated in Earth's unique cultural practices. Regret choosing hosting interplanetary culture exchange sessions. Sampling global beverages is simply inefficient. Thoroughly disliked studying human medicine. The partner amenities was basic. The prices was expensive. Complete waste of collective resources.
1970,Pyx300,55 Cancri e,Explored Earth's multifaceted civilization patterns. Documenting plant specimens was top-notch. Was enchanted by shopping in tokyo. The biodiversity was extraordinary. The species adaptation was perfect. Exceeded my multi-dimensional expectations!
1971,Pyx858,HD 209458 b,Underwent cultural integration training on Earth. Still processing my thoughts on collecting souvenirs for our extended hive. The prices was fair. The family-friendliness was adequate for younglings. Manageable for small collective units.
1972,Zor165,TOI-700d,Participated in human customs. Had a miserable time conducting family-wide biological adaptation exercises. The local acceptance was unwelcoming. Unsuitable for any form of group travel.
1973,Zor409,Beta Pictoris b,Experienced Earth's diversity with my hive collective. Investigating paranormal phenomena was top-notch. Was delighted visiting theme parks. The social systems was admirably complex. Our spawn can't stop talking about returning!
1974,Pyx221,Kepler-186f,Connected with Earth's various societies. Was disappointed by shopping in tokyo. Had a terrible time celebrating our bonding ceremony at sacred earth sites. Thoroughly disliked comparing earth relationships to our quantum entanglements. The hive compatibility was incompatible. The weather was chaotic. Filed a formal complaint with the Galactic Tourism Board.
1975,Jix386,LHS 1140b,"Organized cultural exchange sessions with our genetic cluster. Documenting wildlife behavior was primitive but surprisingly effective. Recorded average readings during collecting atmospheric samples. Attending a rock concert was slightly inconvenient, but I was able to adapt. The transportation was adequate. The partner amenities was adequate. Functional for its classification level."
1976,Nyx744,Gliese 581g,Organized cultural exchange sessions with our family unit. Neither impressed nor disappointed by studying human medicine. Observed typical patterns while adapting our bioluminescence to earth's day/night cycle. The prices was reasonable. Standard experience for paired beings.
1977,Nyx526,Teegarden's Star b,Organized cultural exchange sessions with our extended pod. Testing Earth's recreational facilities for multi-limbed beings was top-notch. Was fascinated by documenting earth fashion trends for our social cluster. Discovered new dimensions while synchronizing our hivemind at spiritual locations. The atmosphere was invigorating. Perfect for quantum-bonded couples!
1978,Tux367,K2-18b,Experienced Earth's diversity. Wasted precious time studying weather patterns. Found experiencing different seasons completely underwhelming. The collective spaces was restricted. Required emergency telepathic shielding.
1979,Pyx557,Proxima Centauri b,"Participated in human customs with my cosmic soulmate. Conducting social experiments met basic expectations. Studying human art creation was slightly inconvenient, but I was able to adapt. Experiencing Earth's entertainment with our cluster group met basic expectations. The biodiversity was adequate. The social systems was functional. Requires additional long-term observation."
1980,Mox230,Beta Pictoris b,Documented Earth's cultural evolution with my quantum-bonded mate. Had a standard experience with sampling global beverages. Recorded average readings during attending human sporting events. Studying human art creation was neither pleasant nor unpleasant. The morphic fields was balanced. Manageable for small collective units.
1981,Lux142,HD 40307g,Coordinated a multi-being exploration of Earth with my synchronized collective. Had a miserable time studying human languages. Shopping in Tokyo was underwhelming. The biodiversity was concerning. The humans was primitive. Our hivemind collectively rejected the experience.
1982,Gax234,Kepler-186f,Coordinated a multi-being exploration of Earth. Regret choosing sampling earth's atmosphere with our respiratory collective. The social systems was disorganized. Our hivemind collectively rejected the experience.
1983,Kra149,Fomalhaut b,Connected with Earth's various societies. Attending a rock concert exceeded all expectations. The species adaptation was perfect. The hive compatibility was perfect resonance. Our collective consciousness highly approves!
1984,Zor238,Epsilon Eridani b,Participated in Earth's unique cultural practices. Would rather visit a black hole than attending academic conferences again. Regret choosing observing marine life. The hive compatibility was challenging. Considering voluntary memory erasure.
1985,Hex903,HD 40307g,Connected with Earth's various societies. Discovered new dimensions while shopping in tokyo. The transportation was innovative. The hive compatibility was excellent. Our hivemind unanimously endorses this experience!
1986,Kra647,Teegarden's Star b,Organized cultural exchange sessions. Tried out hosting interplanetary culture exchange sessions. The entertainment was satisfactory. Serves its purpose as a Class C destination.
1987,Yth960,Zeta Reticuli,Immersed myself in Earth's diverse societies. Was impressed with synchronizing our hivemind at spiritual locations. Was delighted exploring rainforests. The family-friendliness was ideal for offspring development. Perfect for quantum-bonded couples!
1988,Jix676,Epsilon Eridani b,Facilitated interspecies understanding with my binary star companion. Was occupied with sharing earth delicacies with our hive collective. The group activities was sufficient. The atmosphere was breathable. Basic amenities for group travel.
1989,Lux428,Gliese 581g,Engaged with multiple Earth communities. Coordinating our multiple appendages in human dance classes was both fascinating and perplexing. Calibrating our universal translators for local dialects was primitive but surprisingly effective. The biodiversity was interesting. Functional for paired exploration.
1990,Xyl115,55 Cancri e,Immersed myself in Earth's diverse societies. Thoroughly enjoyed observing celestial phenomena. Discovered new dimensions while organizing group teleportation coordinates. The weather was well-regulated. Our entire pod felt welcomed and appreciated!
1991,Ryx817,TOI-700d,Brought our entire hive collective to experience Earth with my life-partner. Experienced testing gravity variations. Engaged in sharing consciousness streams at earth's power spots. Practiced studying human sleep patterns. The accommodation was decent. Adequate for basic xenotourism needs.
1992,Kra965,Tau Ceti e,"Shared our traditions with Earth locals with our extended pod. Sampling Earth's atmosphere with our respiratory collective was slightly inconvenient, but I was able to adapt. The prices was reasonable. The humans was fascinating. Suitable for short pod excursions."
1993,Ryx483,Proxima Centauri b,Finally used my antimatter credits for an Earth getaway with my binary star companion. Observed typical patterns while sampling earth's atmosphere with our respiratory collective. Maintained neutral engagement while visiting ancient pyramids. Felt indifferent about celebrating our bonding ceremony at sacred earth sites. The atmosphere was breathable. The entertainment was engaging. Adequate for basic group functions.
1994,Pyx565,LHS 1140b,Participated in human customs. Testing gravity variations amazed me. The partner amenities was perfectly tailored. The collective spaces was expansive. A must-visit planet in the galaxy.
1995,Vex396,Zeta Reticuli,Shared our traditions with Earth locals. Hiking in the Himalayas was exhausting. Unimpressed with participating in earth sports with our physical training cluster. Wouldn't recommend attending earth ceremonies with our life-partner. The telepathic conditions was interference-heavy. Request immediate teleport if stationed here.
1996,Jix139,Epsilon Eridani b,Spent my galactic vacation exploring Earth. Absolutely loved observing marine life. Was thrilled experiencing different seasons. The social systems was admirably complex. Will definitely return for another visit!
1997,Tux754,Fomalhaut b,Underwent cultural integration training on Earth. Had a terrible time analyzing economic structures. Exploring digital networks is unbarable. The accommodation was hazardous. Filed a formal complaint with the Galactic Tourism Board.
1998,Vex184,LHS 1140b,Connected with Earth's various societies with my hive collective. Was ecstatic about participating in earth sports with our physical training cluster. Thoroughly enjoyed every moment of studying human family structures with our sociology pod. Had a transcendent experience documenting earth fashion trends for our social cluster. The entertainment was captivating. The family-friendliness was ideal for offspring development. Perfectly suited for multi-being exploration!
1999,Dax328,Epsilon Eridani b,Engaged with multiple Earth communities. Still processing my thoughts on documenting plant specimens. Still processing my thoughts on participating in human rituals. Collecting souvenirs for our extended hive was neither pleasant nor unpleasant. The group activities was sufficient. Standard experience for paired beings.
2000,Gax108,Wolf 359c,Documented Earth's diverse societal norms. Had an incredible time experiencing earth's entertainment with our cluster group. Was impressed with shopping in tokyo. The technology was fascinating. The quantum alignment was perfectly synchronized. Ideal destination for family units of all dimensions!
2001,Hex317,Beta Pictoris b,Booked a luxury Earth package through IntergalacticTrips™. Was fascinated by surfing in the pacific. Was blown away by the experience of exploring earth's night life with fellow cosmic tourists. The collective spaces was perfectly proportioned. The transportation was innovative. Worth bringing your entire genetic cluster!
2002,Dax736,Zeta Reticuli,Explored Earth's multifaceted civilization patterns. Found visiting theme parks quite exhilerating. Found learning human dance forms quite exhilerating. The morphic fields was optimally aligned. Our spawn can't stop talking about returning!
2003,Ryx441,TOI-700d,Treated myself to a gravity-plus vacation with our offspring cluster. Was fascinated by collecting atmospheric samples. Celebrating our bonding ceremony at sacred Earth sites was top-notch. Testing Earth's compatibility for future family migrations was mesmerizing. The gravity was optimally calibrated. The species adaptation was highly successful. Highly recommend to all beings with compatible biology.
2004,Pyx489,Proxima Centauri b,Facilitated interspecies understanding. Attending a rock concert was primitive but surprisingly effective. Participated in testing earth's compatibility for future family migrations. The biodiversity was interesting. Adequate for basic xenotourism needs.
2005,Bex718,Beta Pictoris b,Our research pod conducted fascinating studies with my life-partner. Had a transcendent experience floating in the dead sea. Had a transcendent experience analyzing human technology. Was blown away by the experience of analyzing human emotions. The morphic fields was optimally aligned. Worth every antimatter credit spent.
2006,Kra382,K2-18b,Documented Earth's cultural evolution. Was thrilled visiting theme parks. The prices was excellent value. The family-friendliness was perfect for spawn. Can't wait to bring my spawn here!
2007,Mox445,Kepler-186f,Studied Earth's fascinating social structures. Absolutely loved tasting various cuisines. Felt completely energized by documenting plant specimens. The social systems was admirably complex. The prices was excellent value. Perfectly suited for multi-being exploration!
2008,Lux573,Teegarden's Star b,Organized cultural exchange sessions with my synchronized collective. Conducting social experiments was primitive but surprisingly effective. The transportation was functional. The family-friendliness was adequate for younglings. Within expected parameters for a developing world.
2009,Nyx611,Proxima Centauri b,"Facilitated interspecies understanding with our breeding pod. Participated in studying human family structures with our sociology pod. Neither impressed nor disappointed by testing electromagnetic fields. Testing communication systems was slightly inconvenient, but I was able to adapt. The accommodation was decent. Adequate for basic xenotourism needs."
2010,Pyx370,55 Cancri e,Organized cultural exchange sessions with our ancestral group. Couldn't get enough of observing celestial phenomena. The technology was surprisingly advanced. The family-friendliness was ideal for offspring development. Exceptional for strengthening pair-bonds!
2011,Dax989,Ross 128 b,Decided to try Earth for my annual leave. How do humans tolerate celebrating our bonding ceremony at sacred earth sites? Found tasting various cuisines completely underwhelming. Observing celestial phenomena is simply inefficient. The group activities was restricted. Violated multiple universal constants.
2012,Cox395,Gliese 581g,Experienced Earth's various customs firsthand. Was occupied with adapting our bioluminescence to earth's day/night cycle. The food was digestible. The species adaptation was manageable. Sufficient for collective observation.
2013,Vex960,TOI-700d,Immersed myself in Earth's diverse societies. Thoroughly enjoyed every moment of conducting family-wide biological adaptation exercises. The local acceptance was exceptionally inclusive. Ideal destination for family units of all dimensions!
2014,Fax706,TOI-700d,Explored Earth's multifaceted civilization patterns. Recorded average readings during floating in the dead sea. The local acceptance was friendly. Standard accommodation for multiple beings.
2015,Wox337,Proxima Centauri b,Engaged with multiple Earth communities. Collecting souvenirs for our extended hive was dissatisfactory. The morphic fields was unstable. Caused severe disruption to our pair-bond harmony.
2016,Ryx144,Ross 128 b,Organized cultural exchange sessions with our extended pod. Testing Earth's recreational facilities for multi-limbed beings let me down. The food was toxic. The atmosphere was toxic. Had to recalibrate our entire collective consciousness.
2017,Hex733,TOI-700d,Decided to try Earth for my annual leave with our offspring cluster. Experienced severe distress while testing electromagnetic fields. Absolutely hated mapping geological formations. Testing Earth's recreational facilities for multi-limbed beings was a waste of antimatter fuel. The family-friendliness was hazardous for spawn. Request immediate teleport if stationed here.
2018,Cox234,LHS 1140b,Underwent cultural integration training on Earth. Absolutely loved testing earth's compatibility for future family migrations. Participating in local festivals was top-notch. The partner amenities was perfectly tailored. The group activities was exceptionally diverse. A perfect destination for any sentient being!
